course_code,course_name,credits,theory_hours
23115,TH Điện Tử Căn Bản,1,0
23116,Kỹ Thuật Thu Phát Thanh,5,75
23117,TH Kỹ Thuật Thu Phát Thanh,5,0
23118,TH Linh Kiện Điện Tử,3,0
23119,Kỹ Thuật Số,4,0
23120,TH Kỹ Thuật Số,2,0
23121,Cơ Sở Điều Khiển tự Động,4,0
23122,Thực Hành Vi Mạch Số,2,0
23123,Kỹ Thuật Thu Phát Hình,2,0
23124,Cơ Học ứng Dụng,3,0
23125,Đồ án Môn Học 1,1,0
23126,Vẽ Kỹ Thuật Với CAD,4,0
23127,TH Điện Tử Công Suất,2,0
23128,TH Máy Điện,2,0
23129,Điều Khiển Tự Động 1,3,0
23130,Vật Liệu Linh Kiện điện Tử,3,0
23131,TH Vật Liệu Linh Kiện điện Tử,2,0
23132,Cơ Điện Tử,3,0
23133,Điện Thoại,3,0
23134,TH Điện Thoại,2,0
23135,Điện Khí Nén,3,0
23136,Cơ Sở Truyền Động Điện,3,0
23137,Điều Khiển Tự Động 2,3,0
23138,Lập Trình PLC,5,0
23139,Thực Hành Lập Trình PLC,3,0
23140,Cơ Điện Tử Và Vi Hệ Thống,3,0
23141,Đồ án Môn Học 2,2,0
23142,Hệ Thống Scada,4,0
23143,Kỹ Thuật Robot,4,0
23144,Tự Động Hoá quá Trình SX,2,0
23145,TH Tự Động Hoá Quá Trình SX,2,0
23146,Đồ án Môn Học 3,2,0
23147,Cơ Sở Lý Thuyết Truyền Thông,3,0
23148,Đo Lường Và Điều Khiển Bằng MT,2,0
23149,TH Đo Lường Và ĐK Bằng MT,1,0
23150,Kỹ Thuật Xung - Số,4,0
23151,Kỹ Thuật Thu Phát Thanh,4,0
23152,Thi Tốt Nghiệp Hoặc Làm KLTN,10,0
23153,Kỹ Thuật Lập Trình,4,0
23154,Linh kiện điện tử,5,45
23155,Thiết kế mạch in,3,0
23156,Mạch điện tử,4,0
23157,Kỹ thuật xung số,6,0
23158,Cấu trúc máy tính và cài đặt,4,0
23159,Vi xử lý,4,0
23160,Vẽ kỹ thuật,3,0
23161,Anh văn chuyên ngành (ĐVT),2,0
23162,Hệ thống viễn thông,2,30
23163,Kỹ thuật truyền dẫn TT quang,3,0
23164,Hệ thống tổng đài,2,0
23165,Cáp viễn thông và VIBA,2,0
23166,Thiết bị đầu cuối,2,30
23167,Kỹ thuật truyền dẫn vô tuyến,4,45
23168,Kỹ thuật anten,2,0
23169,TH kỹ thuật truyền dẫn TTquang,4,0
23170,TH Hệ thống tổng đài,4,0
23171,TH Cáp viễn thông và VIBA,4,0
23172,TH Thiết bị đầu cuối,5,0
23173,Thực tập tốt nghiệp,7,0
23174,Vi điều khiển,4,0
23175,Thiết bị điện dân dụng,3,0
23176,Kỹ thuật thu - phát thanh,3,45
23177,Kỹ thuật thu - phát hình,3,0
23178,Kỹ thuật VCD-DVD,3,0
23179,Kỹ thuật LCD,4,0
23180,Kỹ thuật monitor,4,0
23181,TH kỹ thuật thu - phát thanh,4,0
23182,TH kỹ thuật thu - phát hình,4,0
23183,TH kỹ thuật VCD-DVD,4,0
23184,TH kỹ thuật LCD,4,0
23963,,2,0
240000,Điện tử cơ bản,3,45
240001,Điện tử căn bản,3,0
240005,Điện ứng dụng - an toàn CN&MT,2,0
240006,TH lắp đặt điện dân dụng,3,0
240007,TH lắp đặt điện công nghiệp,3,0
240008,Mạch điện,3,0
240009,Thực hành nguội,2,0
24001,Anh Văn Chuyên Ngành Điện NT 1,2,0
240010,Mạch điện,2,0
240011,Điện tử cơ bản,2,30
240012,ATLĐ & điện trong công nghiệp,2,0
240013,TH Lắp đặt điện dân dụng,3,0
240014,Khí cụ điện,2,30
240015,Máy điện,3,0
240016,Cung cấp điện,3,0
240017,TH Điện tử cơ bản,2,0
240018,TH Lắp đặt điện công nghiệp,3,0
240019,TH Quấn dây máy điện 1,4,0
24002,Anh Văn Chuyên Ngành Điện NT 2,2,0
240020,Đo lường điện,2,0
240021,Vẽ kỹ thuật điện với CAD,3,0
240022,Vi mạch,3,0
240023,Máy điện,3,45
240024,Thực hành điện tử cơ bản,2,0
240025,Vi xử lý,2,0
240026,TH bảo trì công nghiệp,2,0
240027,Trang bị điện,3,0
240028,Điện tử công suất,2,30
240029,Cung cấp điện,3,0
24003,Anh Văn Chuyên Ngành Điện NT 3,2,0
240030,Đồ án môn học 1 (KD),1,0
240031,Thực hành đo lường điện,2,0
240032,Thực hành quấn dây máy điện,4,0
240033,Thực hành vi mạch,2,0
240034,Truyền động điện,2,30
240035,Kỹ thuật nhiệt lạnh,2,0
240036,Cảm biến đo lường,2,0
240037,TH Điện tử công suất,2,0
240038,Vẽ kỹ thuật điện,2,0
240039,Trang bị điện+Thực hành PLC,3,0
24004,Kỹ Thuật Chuyên Môn Điện NT 1A,5,0
240040,TH quấn dây máy điện 2,4,0
240041,Thực hành điện lạnh,3,0
240042,Thực hành trang bị điện,3,0
240043,"Thực hành ZEN, LOGO!",3,0
240044,Thực tập tốt nghiệp,3,0
240045,Anh văn chuyên ngành,2,0
240046,Đồ án máy điện,1,0
240047,Kỹ thuật nhiệt điện,2,30
240048,Kỹ thuật thuỷ khí,2,0
240049,Hàm biến phức &Phép BĐ Laplace,2,0
24005,Kỹ Thuật Chuyên Môn Điện NT 1B,3,0
240050,Đồ án điện tử công suất,1,0
240051,Đồ án mạng cung cấp điện,1,0
240052,Kỹ thuật cao áp,2,0
240053,Kỹ thuật điều khiển tự động,3,0
240054,Lý thuyết trường điện từ,2,0
240055,Mạng cung cấp điện,3,45
240056,Ngắn mạch trong hệ thống điện,2,0
240057,Thí nghiệm máy điện,2,0
240058,Đồ án môn học 2 (KD),1,0
240059,Thực hành PLC,3,0
24006,Kỹ Thuật Chuyên Môn Điện NT 2A,5,0
240060,Thực hành vi xử lý,2,0
240061,Thực hành điện lạnh,2,0
240062,Điện khí nén,2,0
240063,Điện tử công suất,4,0
240064,Vẽ kỹ thuật điện với CAD,2,0
240065,Vi điều khiển,4,0
240066,Trang bị điện,3,30
240067,Cơ sở điều khiển tự động,2,0
240068,Bảo trì công nghiệp,1,0
240069,Cơ sở truyền động điện,2,30
24007,Kỹ Thuật Chuyên Môn Điện NT 2B,3,0
240070,Đo lường cảm biến,3,0
240071,Đo lường và ĐK bằng máy tính,2,0
240072,Lập trình PLC cơ bản,4,0
240073,Cơ điện tử,2,0
240074,Vẽ kỹ thuật điện với CAD,3,0
240075,Quản lý dự án công trình điện,2,0
240076,Quy hoạch phát triển hệ thống điện,2,30
240077,Thiết kế chiếu sáng,2,0
240078,Thiết bị điện trong truyền tải và phân phối điện,2,30
240079,Bảo vệ rơ le trong HT điện,3,0
24008,Kỹ Thuật Chuyên Môn Điện NT 3B,4,0
240080,SCADA và tự động hóa trong HTĐ,3,0
240081,Vận hành hệ thống điện,2,30
240082,Nhà máy điện và trạm biến áp,3,0
240083,Thực hành vận hành hệ thống điện,2,0
240084,Ổn định trong hệ thống điện,2,0
240085,Thực hành điện tử công suất,2,0
240086,Độ tin cậy trong hệ thống điện,2,30
240087,Cơ khí đường dây,2,30
240088,Thiết kế bảo vệ rơ le,2,0
240089,Tính toán thiết kế cao áp,2,30
24009,Máy Điện,4,0
240090,Máy điện ĐB trong các TBTĐ,2,0
240091,Thực hành điện tử công suất,2,0
240092,Thực hành PLC nâng cao,2,0
240093,Thực hành cảm biến,2,0
240094,TH điều khiển động cơ biến tần,2,0
240095,Điều khiển máy điện,3,0
240096,Robot công nghiệp,2,30
240097,Thiết kế máy biến áp,2,0
240098,Tự động hóa quá trình sản xuất,2,30
240099,Đo lường và ĐK bằng máy tính,2,0
24010,TH Chuyên Ngành Điện NT 1A,8,0
240100,Lập trình GDĐK người-máy (HMI),2,0
240101,Thực hành mạng cung cấp điện,2,0
240102,Môi trường và con người,2,30
240103,Vẽ kỹ thuật,2,0
240104,Mạch điện 1,3,45
240105,An toàn điện,2,30
240106,Điện tử công nghiệp,4,60
240107,Kỹ thuật lập trình,3,0
240108,CAD trong hệ thống điện,2,0
240109,Năng lượng tái tạo,2,30
24011,TH Chuyên Ngành Điện NT 2A,10,0
240110,Chuyên đề cung cấp điện,2,0
240111,Thực hành PLC nâng cao,3,0
240112,Vi điều khiển,2,30
240113,PLC,2,0
240114,Trang bị điện nâng cao,2,0
240115,Vẽ kỹ thuật điện,3,0
240116,Mạch điện 2,2,30
240117,Thực hành điện cơ bản,3,0
240118,Trí tuệ nhân tạo,3,0
240119,Giải tích máy điện nâng cao,4,0
24012,TH Chuyên Ngành Điện NT 1B,2,0
240120,TH trang bị điện nâng cao,2,0
240121,Thực hành vi điều khiển,2,0
240122,Mạng truyền thông công nghiệp,2,0
240123,Đồ án môn học 3,1,0
240124,Kỹ năng nghề nghiệp,2,15
240125,Kỹ thuật Robot,2,0
240126,Lập trình PLC nâng cao,3,0
240127,Chuyên đề hệ thống tự động,3,0
240128,Mạng máy tính (DVT),4,30
240129,Khoá luận tốt nghiệp (DVT),10,0
24013,TH Chuyên Ngành Điện NT 2,7,0
240130,An toàn điện,2,0
240131,Giáo dục SD NL TK và hiệu quả,2,0
240132,Cơ sở kỹ thuật điện,3,0
240133,Nhiệt kỹ thuật,3,0
240134,Vẽ kỹ thuật điện với CAD,3,30
240135,Vật liệu nhiệt,3,45
240136,Đo lường thông số kỹ thuật,2,0
240137,Máy điện,4,0
240138,Kỹ thuật an toàn và bảo hộ LĐ,2,0
240139,Thuỷ lực và máy thuỷ khí,3,30
24014,TH Chuyên Ngành Điện NT 3,6,0
240140,Tiếng Anh chuyên ngành (KD),3,0
240141,Nguội cơ bản,3,0
240142,Thực tập Điện cơ bản,2,0
240143,Nhập môn ngành CNKT Điện,2,15
240144,Vật liệu điện,2,0
240145,Thiết bị điện trong TT&PP điện,3,0
240146,Mạng cung cấp điện,3,0
240147,Thực hành Điện cơ bản,2,0
240148,Kỹ thuật điều khiển tự động,2,0
240149,Thực hành máy điện,2,0
24015,TH Chuyên Ngành Điện NT 4,6,0
240150,Điều khiển máy điện,2,0
240151,Kỹ thuật lập trình (DDL),2,0
240152,Quản lý dự án công trình điện,1,0
240153,Năng lượng tái tạo,1,0
240154,Lập trình GDĐK người-máy (HMI),2,0
240155,CAD trong điện công nghiệp,2,0
240156,Đồ án tốt nghiệp (DDL),7,0
240157,Đồ án tốt nghiệp (DDL),5,0
240158,Mạch điện + Máy điện,2,0
240159,Thực hành PLC,1,0
24016,Thực Tập Dã Ngoại,6,0
240160,SCADA và tự động hoá trong HTĐ,2,0
240161,Thực hành trang bị điện - khí nén,3,0
240162,Nhà máy nhiệt điện,3,45
240163,Lò hơi và thiết bị phụ,4,0
240164,Tua bin hơi và thiết bị phụ,4,0
240165,Phần điện trong nhà máy điện&trạm BA,3,0
240166,Bảo vệ rơ le trong nhà máy NĐ,3,30
240167,Vận hành hệ thống điện,3,15
240168,Kỹ thuật điện cao áp,3,45
240169,Vận hành thiết bị phụ tua bin,3,15
24017,Kỹ Thuật Mạch Điện Tử,3,0
240170,Vận hành lò hơi,3,0
240171,Vận hành tua bin hơi,3,0
240172,Thực tập đo lường thông số KT,2,0
240173,Thực tập tốt nghiệp (DL),5,0
240174,Thực hành quấn dây M.điện,3,0
240175,Trang bị điện,2,30
240176,Thực hành trang bị điện - KN,2,0
240177,Điện tử công suất,3,0
240178,Máy điện 1,3,45
240179,Máy điện 2,2,30
24018,TH Chuyên Ngành Điện NT 2B,6,0
240180,Điện khí nén,2,0
240181,Bảo vệ rơle và tự động hoá hệ thống điện,5,0
240182,Anh văn chuyên ngành,2,15
240183,Thực hành đo lường điện,1,0
240184,Thực hành vi mạch,1,0
240185,Thực hành PLC,3,0
240186,Thực hành điều khiển động cơ bằng biến tần,2,0
240187,Quản trị công nghiệp,2,30
240188,Mạng truyền thông và điều khiển công nghiệp (CC-Link),3,0
240189,Giải tích và điều khiển máy điện,4,60
24019,TH Chuyên Ngành Điện NT 3B,6,0
240190,Khởi tạo doanh nghiệp,2,15
240191,Đồ án nhà máy điện,1,0
240192,Ổn định trong hệ thống điện,2,0
240193,Hệ thống điều khiển phân tán (DCS) nhà máy điện,3,0
240194,Giải tích mạng điện,4,60
240195,Thực hành điện tử cơ bản,1,0
240196,Thực hành điện dân dụng,2,0
240197,Nhập môn ngành công nghệ Kỹ thuật điều khiển và tự động hóa,2,0
240198,Kỹ thuật lập trình,2,0
240199,Thực hành PLC nâng cao - HMI,3,0
24020,TH Chuyên Ngành Điện NT 3A,8,0
240200,Vẽ kỹ thuật điện với CAD,2,0
240201,Mạng truyền thông và điều khiển công nghiệp (CC-Link),3,0
240202,Giải tích và điều khiển máy điện,4,45
240203,Thực hành quấn dây máy điện,2,0
240204,Thực hành lắp đặt điện công nghiệp,2,0
240205,Matlab và ứng dụng,2,0
240206,Nhà máy điện và trạm biến áp,2,0
240207,Hệ thống SCADA,2,30
240208,Thiết kế chiếu sáng,2,0
240209,Giải tích mạng điện,4,0
24021,TH Chuyên Ngành Điện NT 1,10,0
240210,Chuyên đề hệ thống điện,2,0
240211,Chuyên đề điện công nghiệp,2,30
240212,Thực hành hệ thống SCADA,2,0
240213,Hệ thống điều khiển phân tán,2,30
240214,Chuyên đề hệ thống điện,3,0
240215,Kỹ thuật cảm biến,2,0
240216,Vi điều khiển,2,30
240217,Lập trình PLC cơ bản,3,0
240218,Lập trình PLC nâng cao - HMI,3,0
240219,CAD điện từ,2,0
24022,TH Quấn Dây Máy Điện,10,0
240220,CAD điện từ,2,0
240221,Điều khiển tự động ,3,45
240222,Kỹ thuật IoTs và ứng dụng,2,30
24023,Máy Điện,6,0
24024,Kỹ Thuật Chuyên Môn ĐNT 4B,3,0
24025,Điện Tử Căn Bản,5,0
24026,TH Quấn ĐCĐ Và Máy BA 1,8,0
24027,TH Quấn ĐCĐ Và Máy BA 2,10,0
24028,Điện Tử Công Suất,3,0
24029,TH Đo Lường Điện,4,0
24030,TH Bảo Trì Sửa Chữa Máy Điện,2,0
24031,TH Đo Lường Điện,4,0
24032,TH Chuyên Ngành Điện NT 3A,7,0
24033,Máy Điện 1,3,0
24034,Máy Điện 2,4,0
24035,Điện Tử Công Suất,4,0
24036,Lý Thuyết PLC,2,0
24037,Thực Tập PLC,3,0
24038,Truyền Động Điện,4,0
24039,Mạch Điện,4,0
24040,Điện Tử Công Nghiệp,3,0
24041,Máy Điện,5,75
24042,An Toàn LĐ & Điện Trong CN,3,0
24043,Vẽ Kỹ Thuật Điện Với CAD,3,0
24044,Vẽ Kỹ Thuật Điện Với CAD,4,0
24045,Thực hành điện cơ bản,2,0
24046,Nguội cơ bản,2,0
24047,Vật liệu nhiệt,2,0
24048,Thuỷ lực và máy thuỷ khí,2,0
24049,Tiếng Anh chuyên ngành,2,0
250000,An toàn điện,1,0
250001,Nhập môn ngành Quản lý công nghiệp,2,0
250002,Kỹ năng xây dựng kế hoạch,2,0
250003,Tư duy hệ thống,2,0
250004,Nhập môn logic học,2,0
250005,Nhập môn xã hội học,2,0
25001,Anh Văn Chuyên Ngành Điện XN 1,2,0
25002,Anh Văn Chuyên Ngành Điện XN 2,2,0
25003,Anh Văn Chuyên Ngành Điện XN 3,2,30
25004,TH Điện Chiếu Sáng,6,0
25005,TH Điện Cơ Bản,5,0
25006,TH Chuyên Ngành Điện XN  1,5,0
25007,TH Chuyên Ngành Điện XN  2,8,0
25008,TH Chuyên Ngành Điện XN 1,2,0
25009,TH Chuyên Ngành Điện XN 2,7,0
25010,TH Chuyên Ngành Điện XN 3,7,0
25011,TH Chuyên Ngành Điện XN 4,6,0
25012,Thực Tập Dã Ngoại (Điện XN),6,0
25013,Thực Tập Tốt Nghiệp,14,0
25014,Thực Tập Điện Chiếu Sáng,5,0
25015,TH Chuyên Ngành Điện XN 1A,8,0
25016,TH Chuyên Ngành Điện XN 2A,10,0
25017,TH Chuyên Ngành Điện XN 3A,7,0
25018,TH Chuyên Ngành Điện XN 1B,6,0
25019,Trang Bị Điện,5,75
25020,Truyền Động Điện,5,0
25021,Tự Động Hóa,3,0
25022,Tự Động Hóa (PLC),3,0
25023,Vật Liệu Điện,2,0
25024,Đo Lường Điện,3,0
25025,Đo lường điện,3,30
25026,TH Chuyên Ngành Điện XN 3,7,0
25027,Trang Bị Điện,4,0
25028,TH Chuyên Ngành Điện XN 1,2,0
25029,TH Chuyên Ngành Điện XN 2,10,0
25030,Khí cụ điện,2,0
25031,An Toàn Điện,3,0
25032,Vật Liệu Điện (KTĐ),3,0
25033,TH Trang Bị Điện,4,0
25034,Nhập Môn Tin Học,5,0
25035,Hoá Học (Kỹ Thuật Điện),3,0
25036,Điều Khiển Lập Trình PLC,3,0
25037,Vi Mạch Tương Tự,2,0
25038,Vi Mạch Số,3,0
25039,Anh Văn Chuyên Ngành,3,0
25040,Cung Cấp Điện,5,0
25041,Đồ án Môn Học,1,0
25042,Máy Điện (LT),2,0
25043,Thực Hành PLC,4,0
25044,Vi Xử Lý,3,0
25045,Chuyên Đề Điện Lạnh,3,0
25046,Đo Lường Và Cảm Biến,3,0
25047,TH Sửa Chữa Mạch Điện Máy CC,3,0
25048,Điện Tử Căn Bản,4,60
25049,TH Lắp Đặt Điện Dân Dụng,6,0
25050,TH Quấn Dây Máy Điện 1,8,0
25051,TH Quấn Dây Máy Điện 2,6,0
25052,Hệ Thống ĐK Và Tự Động Hóa,4,0
25053,TH Trang Bị Điện,6,0
25054,Tự Động hoá,4,0
25055,TH Quấn Dây Máy Điện 3,6,0
25056,TH Chuyên Ngành Điện XN 4,5,0
25057,Thực Tập Tốt Nghiệp OTô,12,0
25058,MôĐul Điện Ôtô,7,0
25059,MôĐul Máy Kéo,7,0
25060,KT Xây Dựng Và Ban Hành VB,3,0
25061,Cung Cấp Điện,6,0
25062,Đo Lường Điện,2,30
25063,TH Đo lường điện,2,0
25064,TH Đo Lường Cảm Biến,1,0
25065,TH Trang Bị Điện 1,4,0
25066,TH Trang Bị Điện 2,3,0
25067,Thực Hành PLC,8,0
25068,Thực Tập Tốt Nghiệp (Điện),4,0
25069,Thi Tốt Nghiệp Hoặc Làm ĐATN,5,0
25098,Mạch Điện Tử,3,0
25099,Truyền Động Điện,3,45
25100,Trang Bị Điện,3,0
25101,TH Quấn Dây Máy Điện 1,5,0
25102,Cung Cấp Điện,3,0
25103,Đo Lường Cảm Biến,2,0
25104,Trang Bị Điện,2,0
25105,TH Quấn Dây Máy Điện 1,6,0
25106,"Thực Hành ZEN, LOGO!",4,0
25107,Thực Hành Điện Lạnh,3,0
25108,Máy Điện,0,0
25109,Máy Điện,3,45
25110,Kỹ Năng Nghề,2,0
25111,Đồ án Môn Học,3,0
25112,TH Trang Bị Điện,3,0
25113,Vẽ Kỹ Thuật Điện,3,0
25114,TH Điện Lạnh,3,0
25115,TH Quấn dây máy điện 2,4,0
25116,TH trang bị điện,5,0
25117,Bảo Trì Công Nghiệp,2,30
25118,Tự Động Hoá Với PLC,2,30
25119,"Thực Hành PLC, ZEN, LOGO!",4,0
25120,Chuyên Đề Điện Lạnh,4,0
25121,Mạch Điện Tử,4,0
25122,Tự Động Hóa Quá Trình SX,2,30
25123,Mạng Truyền Thông Công Nghiệp,3,0
25124,Mạng Truyền Thông Công Nghiệp,2,0
25125,TH Mạng Truyền Thông CN,1,0
25126,Lập Trình PLC Nâng Cao,2,0
25127,TH Lập Trình PLC Nâng Cao,2,0
25128,Đo Lường Và Điều Khiển Bằng MT,3,0
25129,Đồ án Môn Học 3,2,0
25130,Tổ Chức Và Điều Hành Sản Xuất,2,0
25131,Kỹ Thuật Robot,3,0
25132,"Thực Hành PLC, LOGO!",3,0
25133,Thực Hành Trang Bị Điện,2,0
25134,Lập Trình PLC Cơ Bản,5,0
25135,TH Lập Trình PLC Cơ Bản,3,0
25136,Mạng Ngoại Vi,5,0
25137,Kỹ Thuật Truyền Số Liệu,4,45
25138,Nguyên Lý Tổng Đài,5,60
25139,Đồ án Môn Học ĐT - VT,2,0
25140,Kỹ Thuật Thông Tin Quang,4,0
25141,Điện Thoại,5,0
25142,Bảo Trì Công Nghiệp,1,15
25143,Mạng Truyền Thông Công Nghiệp,3,30
25144,Máy điện,3,0
25145,Điều khiển lập trình (PLC) CB,3,0
25146,Điện khí nén,4,0
25147,TH Điện tử công suất,3,0
25148,TH Trang bị điện,4,0
25149,TH Kỹ thuật điện lạnh,3,0
25150,TH Máy điện,3,0
25151,TH Điều khiển L.trình (PLC) CB,3,0
25152,Điện tử công suất,2,0
26001,Kỹ Thuật An Toàn Điện,3,45
26002,Kỹ Thuật Điện,3,0
260029,TH Trang Bị Điện,6,0
26003,Kỹ Thuật Điện 1,4,60
26004,Kỹ Thuật Điện 2,4,0
26005,Kỹ Thuật Điện (KTĐ),6,90
26006,Thực Hành PLC,2,0
260064,Trường điện từ,2,30
260065,Ngắn mạch trong hệ thống điện,3,45
260066,Vi mạch tương tự và số,3,0
260067,Giải tích mạng điện,4,0
260068,Giáo dục sử dụng NL TK và HQ,2,30
260069,Đo lường điện,3,0
26007,Điện Khí Hóa Nông Thôn,4,0
260070,Khí cụ điện,3,0
260071,Kỹ thuật an toàn,2,0
260072,Thực tập điện cơ bản,2,0
260073,Lưới điện,5,0
260074,Nhà máy điện,5,0
260075,Kỹ thuật cao áp,3,0
260076,Quản lý sửa chữa lưới điện,3,30
260077,Thực tập máy điện,2,0
260078,Thực tập đo lường điện,2,0
260079,Thực tập điện công nghiệp,3,0
26008,Điện Kỹ Thuật (Cơ Khí),3,0
260080,Thực tập lưới điện,4,0
260081,Bảo vệ rơle & tự động hóa HTĐ,7,0
260082,Thực tập thí nghiệm Simulator,1,0
26009,Điện Kỹ Thuật (Ô Tô),3,0
26010,Điện Kỹ Thuật 1 (Điện NT),4,0
26011,Điện Kỹ Thuật (Điện Tử),3,0
26012,Điện Kỹ Thuật 1 (Điện XN),4,60
26013,Điện Kỹ Thuật 2 (Điện NT),4,60
26014,Điện Kỹ Thuật 2 (Điện Tử),3,0
26015,Điện Kỹ Thuật 2 (Điện XN),4,0
26016,,4,0
26017,Điện Kỹ Thuật (Xây Dựng),2,0
26018,Thực Hành Vi Mạch Số,2,0
26019,Đo Lường Và Cảm Biến,4,0
26020,TH Trang Bị đIện NC,4,0
26021,TH Vi Mạch,2,0
26022,Cảm Biến Đo Lường,2,0
26023,Thực Hành PLC,5,0
26024,Trang Bị Điện Nâng Cao,2,30
26025,Cảm Biến ứng Dụng,3,45
26026,TH Trang Bị Điện Nâng Cao,2,0
26027,Thực Hành PLC,3,0
26028,TH Trang Bị Điện NC,0,0
26029,Giáo dục sử dụng NL TK và HQ,2,0
26030,Vẽ kỹ thuật điện với CAD,3,0
26031,Cơ kỹ thuật,3,0
26032,Cơ sở kỹ thuật điện,3,0
26033,Vật liệu điện,2,0
26034,Máy điện,4,0
26035,Đo lường điện,3,0
26036,Khí cụ điện,3,0
26037,Kỹ thuật an toàn,2,0
26038,Điện tử công nghiệp,4,0
26039,Thực tập điện cơ bản,2,0
26040,Nguội cơ bản,3,15
26041,ATLĐ & điện trong công nghiệp,2,0
26042,Mạch điện,3,0
26043,Đo lường điện,2,0
26044,Cung cấp điện,4,0
26045,Cảm biến ứng dụng,2,0
26046,Trang bị điện,3,0
26047,Thực hành nguội,2,0
26048,TH lắp đặt điện dân dụng,3,0
26049,TH lắp đặt điện công nghiệp,3,0
26050,TH Quấn dây máy điện 1,4,0
26051,TH điện tử cơ bản,3,0
26052,TH điện lạnh,4,0
26053,"Thực hành ZEN, LOGO!",5,0
26054,TH điều khiển điện khí nén,2,0
26055,Thực tập tốt nghiệp (DDL),5,0
26056,Lưới điện,4,60
26057,Nhà máy điện,4,0
26058,Bảo vệ rơle & tự động hoá HTĐ,3,0
26059,Kỹ thuật điện cao áp,2,0
26060,Quản lý sửa chữa lưới điện,2,0
26061,Vận hành hệ thống điện,3,0
26062,Ngắn mạch trong hệ thống điện,2,0
26063,Thực hành máy điện,2,0
26064,Thực hành đo lường điện,2,0
26065,Thực tập thí nghiệm Simulator,1,0
26066,Thực hành điện công nghiệp,3,0
26067,Thực hành lưới điện,4,0
26068,Thực tập tốt nghiệp (DDL),5,0
26069,Vật liệu nhiệt,3,0
26070,Đo lường thông số kỹ thuật,2,30
26071,Kỹ thuật an toàn và bảo hộ LĐ,2,15
26072,Thuỷ lực và máy thuỷ khí,3,0
26073,Tiếng Anh chuyên ngành,3,30
26074,Nhà máy nhiệt điện,3,0
26075,Lò hơi và thiết bị phụ,3,0
26076,Tua bin hơi và thiết bị phụ,2,0
26077,Phần điện nhà máy điện và TBA,3,0
26078,Bảo vệ rơ le trong nhà máy NĐ,2,0
26079,Vận hành TB phụ tua bin,2,0
26080,Vận hành lò hơi,1,0
26081,Vận hành tua bin hơi,1,0
26082,Thực tập đo lường thông số KT,2,0
26083,Thực tập tốt nghiệp,5,0
26084,Nhiệt kỹ thuật,3,0
26085,Thực hành bảo vệ rơ le,2,0
26086,Nhiệt kỹ thuật,2,30
26087,Hệ thống điều hoà không khí trên ô tô,3,30
26088,Kỹ thuật cao áp,2,0
26089,LT tổng hợp nghề nghiệp (Lưới điện),2,0
26090,Thực hành nghề nghiệp (TH lưới điện),2,0
270000,Kỹ thuật may cơ bản,3,45
270001,TH Kỹ thuật may cơ bản,4,0
270002,Nguyên liệu dệt may,1,0
270003,Thiết kế trang phục nữ 1,2,30
270004,TH Thiết kế trang phục nữ 1,3,0
270005,Thiết kế trang phục nữ 2,2,0
270006,TH Thiết kế trang phục nữ 2,3,0
270007,Thiết kế trang phục nữ 3,2,0
270008,TH Thiết kế trang phục nữ 3,3,0
270009,Quản lý chất lượng sản phẩm,2,0
27001,Hệ Thống Cở Số Trang Phục,2,0
270010,Thiết bị may công nghiệp & BT,3,0
270011,Thiết kế Âu phục,3,0
270012,TH thiết kế Âu phục 1,4,0
270013,TH thiết kế Âu phục 2,3,0
270014,Giác sơ đồ,2,0
270015,Qui trình công nghệ,4,60
270016,Thiết kế thời trang,3,0
270017,Thiết kế Hoa - Việt phục,3,0
270018,Thiết kế đầm váy,3,0
270019,Kỹ thuật trang điểm,3,0
27002,Điện ứng Dụng Trong Ngành May,3,0
270020,Thực tập tốt nghiệp,2,0
270021,TH Thiết kế trang phục Nữ 1,4,0
270022,TH Thiết kế trang phục Nữ 2,4,0
270023,TH Thiết kế trang phục Nữ 3,4,0
270024,Điện ứng dụng - An toàn CN&MT,2,0
270025,Tin học UD trong ngành may,2,0
270026,Thiết kế thời trang,4,0
270027,TH thiết kế Âu phục 2,4,0
270028,Thiết kế thời trang,2,0
270029,TH Thiết kế thời trang,2,0
27003,Nguyên Liệu Dệt May,4,0
270030,Ứng dụng TM học cho trang phục,2,0
270031,Trang điểm,2,0
270032,Qui trình SX hàng may mặc CN,4,0
270033,Thiết kế Việt phục,3,0
270034,An toàn công nghiệp và môi trường trong ngành May,1,0
270035,Mĩ thuật trang phục ứng dụng,2,0
270036,Kỹ thuật may cơ bản,2,0
270037,Thực hành kỹ thuật may cơ bản,3,0
270038,"Thiết kế mẫu, rập công nghiệp",2,0
27004,Dinh Dưỡng Lý Thuyết,3,0
27005,Kỹ Thuật Làm Bánh,2,0
27006,Kỹ Thuật May Thêu 1,1,0
27007,Kỹ Thuật May 2,2,0
27008,Kỹ Thuật Nấu ăn,4,0
27009,Kỹ Thuật Nữ Công,3,0
27010,Kỹ Thuật Nữ Công 1B,3,0
27011,Kỹ Thuật Trang Điểm,2,0
27012,NT Chất Lượng Vệ Sinh,3,0
27013,Pha Chế Đồ Uống Đơn Giản,2,0
27014,TH Cắm Hoa - Kết Thú,2,0
27015,TH Kỹ Thuật  May 1A,7,0
27016,TH Kỹ Thuật Nữ Công 1B,2,0
27017,TH Kỹ Thuật May 2A,7,0
