course_code,course_name,credits,theory_hours
000001,Sinh hoạt lớp,5,0
000002,Đồ án tốt nghiệp,7,0
000003,Đồ án tốt nghiệp,10,0
000004,Khóa luận tốt nghiệp,7,0
000005,Khóa luận tốt nghiệp,10,0
000006,Đồ án tốt nghiệp,5,0
000007,Cơ sở ngành,3,0
000008,Chuyên ngành,4,0
000009,Cơ sở ngành,2,0
000010,Chuyên ngành,3,0
000011,Cơ sở ngành,4,0
000012,Cơ sở ngành (LLNN & PL),5,0
000013,Chuyên ngành (Luật dân sự),5,0
000014,Cơ sở ngành (Kinh tế học),3,0
000015,Chuyên ngành (KTTC nâng cao),4,0
000016,Cơ sở ngành(TLTE2-TCCHĐ......),4,0
000017,Chuyên ngành(PPDM ở TrườngMN),3,0
000018,Cơ sở ngành (LLNN&PL),3,0
000019,Chuyên ngành (Luật Thương mại),4,0
00002,Lý Thuyết Nghề (TN),1,0
000020,Chuyên ngành (Luật dân sự),4,0
000021,Chuyên ngành (Luật hình sự),4,0
000022,Ôn thi tốt nghiệp,0,0
000023,Chính trị (tốt nghiệp),2,0
000024,Kiểm tra năng lực tiếng Anh đầu vào,0,0
000025,Chuyên đề 1 (SHĐK),0,5
000026,Chuyên đề 2 (SHĐK),0,5
000027,Chuyên đề 3 (SHĐK),0,5
000028,Chuyên đề 4 (SHĐK),0,0
000029,Chuyên đề 5 (SHĐK),0,0
00003,Thực Hành Nghề (TN),1,15
000030,Chuyên đề 6 (SHĐK),0,0
000031,Chuyên đề 7 (SHĐK),0,0
000032,Chuyên đề 8 (SHĐK),0,0
000033,Cơ sở ngành (Dược lý thú y),3,0
000034,Chuyên ngành (Bệnh truyền nhiễm thú y),4,0
000035,Cơ sở ngành (Tâm lý học trẻ em 2 + Tổ chức các hoạt động theo hướng tích hợp),3,0
000036,Chuyên ngành (Lý luận và phương pháp phát triển ngôn ngữ cho trẻ +Lý luận và phương pháp hướng dẫn trẻ làm quen với môi trường xung quanh),4,0
000037,Cơ sở ngành (Giải phẩu - sinh lý),3,0
000038,"Chuyên ngành (Chăm sóc sức khỏe người lớn bệnh Nội khoa,Chăm sóc sức khỏe người lớn bệnh Ngoại khoa, Chăm sóc sức khỏe trẻ em)",4,0
000039,Chuyên ngành (Nghiệp vụ ngân hàng),4,0
00004,Cơ Sở Ngành (Tốt nghiệp CĐ),4,0
000040,"Cơ sở ngành (Vệ sinh trẻ em, Tâm lý học trẻ em)",3,0
000041,"Chuyên ngành (Phương pháp hướng dẫn trẻ làm quen với môi trường xung quanh, Phương pháp phát triển ngôn ngữ cho trẻ em)",4,0
000042,Giáo dục chính trị (TN),2,0
000043,Lý thuyết tổng hợp NN (Tâm lý học trẻ em và Vệ sinh trẻ em),2,0
000044,Thực hành nghề nghiệp (Phương pháp phát triển ngôn ngữ cho trẻ em và phương pháp hướng dẫn trẻ làm quen với môi trường xung quanh),2,0
000045,Tốt nghiệp,7,0
000046,Cơ sở ngành (Academic Reading),3,0
000047,Chuyên ngành (Academic Writing),4,0
000048,"Cơ sở ngành (mạch điện, máy điện)",3,0
000049,"Chuyên ngành (Mạng CC điện, ngắn mạch trong HTĐ)",4,0
00005,Chuyên Ngành (Tốt nghiệp CĐ),4,60
000050,Cơ sở ngành (Mạch điện),2,0
000051,Chuyên ngành (Cung cấp điện),3,0
000052,Cơ sở ngành (hóa phân tích),3,0
000053,"Chuyên ngành (Bào chế, dược lý, dược liệu,PL - TCQL)",4,0
000054,Cơ sở ngành (sức bền vật liệu),3,0
000055,"Chuyên ngành (HS, HH, VS, KST)",7,0
000056,Cơ sở ngành (Dinh dưỡng và vệ sinh an toàn thực phẩm),3,0
000057,Chuyên ngành (LT+TH),7,0
000058,Cơ sở ngành (LT),3,0
000059,Chuyên ngành (TH),4,0
00006,Kinh Tế Chính Trị (Tốt Nghiệp),2,0
000060,Cơ sở ngành (Kinh tế nông thôn),3,0
000061,Chuyên ngành (Quản lý dự án phát triển),4,0
000062,Lý thuýêt tổng hợp nghề nghiệp (Tâm lý - Giáo dục; Tiếng Việt),2,0
000063,Thực hành nghề nghiệp (Phương pháp dạy học Tiếng Việt; Phương pháp dạy học Toán),2,0
000064,Lý thuyết tổng hợp nghề nghiệp (Tâm lý học trẻ em; Vệ sinh trẻ em),2,0
000065,Giáo dục chính trị (Tốt nghiệp),2,0
000066,Thực hành nghề nghiệp (Phương pháp phát triển ngôn ngữ cho trẻ em; Phương pháp hướng dẫn trẻ làm quen với môi trường xung quanh),2,0
000067,Tiếng Anh,4,0
000068,Tin học,2,30
000069,"Chuyên ngành (Quản trị nguồn nhân lực, kỹ thuật tổ chức và điều hành công sở, soạn thảo văn bản)",4,0
00007,Hỗ trợ trình ứng dụng VP,4,0
000070,Cơ sở ngành (Dịch tễ học),3,0
000071,"Chuyên ngành (Tổ chức quản lý y tế, Dinh dưỡng an toàn vệ sinh thực phẩm, Sức khỏe môi trường và thảm họa)",4,0
000072,Tin học,2,0
000073,Lập trình cơ bản,4,0
000074,Hướng dẫn đăng ký môn học trực tuyến,0,0
000075,Giáo Dục Thể Chất (TC->ĐH),3,0
000076,Chính trị,2,0
000077,Pháp luật,1,0
000078,Xử lý ảnh cơ bản,3,22
000079,Thiết kế quảng cáo,3,0
00008,Lý Thuyết  Nghề (TN Nghề),1,0
000080,Thiết kế sản phẩm,4,38
000081,Hệ quản trị CSDL,4,0
000082,Biên tập ảnh nghệ thuật,4,0
000084,Chuyên ngành,5,0
00009,Thực Hành Nghề (TN Nghề),2,0
000091,Co-op 1 (KTHP),3,0
000092,Co-op 2 (KTHP),3,0
000093,Co-op 3 (KTHP),3,0
000094,Co-op 4 (KTHP),3,0
000095,Co-op 5 (KTHP),3,0
000096,Co-op 6 (KTHP),3,0
000097,Co-op 7 (KTHP),3,0
000098,Co-op 3 (KTHP),4,0
000099,Co-op 4 (KTHP),4,0
00010,Chính Trị (Tốt Nghiệp),0,0
000100,Cơ sở ngành (Kỹ thuật tổ chức và điều hành công sở),3,0
000101,Chuyên ngành (Quản trị nguồn nhân lực + Kỹ thuật xây dựng và ban hành văn bản),4,0
000102,Co-op 1,4,0
000103,Co-op 2,4,0
000104,Đồ án tốt nghiệp,8,0
000105,Co-op 1,6,0
000106,Co-op 2,6,0
000107,Co-op 3,6,0
000108,Co-op 4,6,0
000109,Co-op 1,8,0
00011,Thi Tốt Nghiệp,8,0
000110,Co-op 2,8,0
000111,Co-op 3,8,0
000112,Co-op 3,4,0
000113,Co-op 4,4,0
000114,Co-op 5,4,0
000115,Co-op 6,4,0
000116,Co-op 1,12,0
000117,Co-op 2,12,0
000118,Co-op 3,10,0
00012,Khoa Học Mác - Lênin(TN),0,0
00013,Chuyên ngành (Tốt Nghiệp ĐH),4,0
00014,Cơ sở ngành (Tốt Nghiệp ĐH),4,0
00015,Cơ sở ngành (ĐH - Kế toán),5,0
000150,Kỹ năng mềm,2,0
00016,Chuyên Ngành,5,0
00017,Cơ sở ngành,5,0
00018,Chuyên ngành (ĐH - QTKD),5,0
00019,Chuyên ngành,3,0
00020,Cơ sở ngành,2,0
00021,Cơ sở ngành (ĐH),4,0
00022,Chuyên ngành (ĐH),6,0
00023,Cơ sở ngành (TN),3,0
00024,Chuyên ngành,2,0
00025,Cơ sở ngành,6,0
00026,Chuyên ngành (TN),4,0
00027,Cơ sở ngành (CĐ - KT),2,0
00028,Chuyên ngành (CĐ - KT),3,0
00029,Cơ sở ngành,4,0
00030,Chuyên ngành,4,0
00031,Cơ sở ngành (CĐ - CK),2,0
00032,Chuyên ngành (CĐ - CK),3,0
00033,Cơ sở ngành,3,0
00034,Lý thuyết tổng hợp NN(TN),2,0
00035,Thực hành nghề nghiệp (TN),3,0
00036,Thực hành nghề nghiệp (TN),2,0
00037,Khoá Luận Tốt Nghiệp,10,0
00038,Lý Thuyết Nghề Nghiệp (TN),2,0
00039,Thực Hành Nghề Nghiệp (TN),2,0
00040,Cơ Sở Ngành (TN),4,0
00041,Chuyên Ngành (TN),4,0
00042,Cơ Sở Ngành (TN),3,0
00043,Chuyên Ngành (TN),5,0
00044,Chứng chỉ Anh văn,0,0
00045,Chứng chỉ Tin học,0,0
00046,"Đối chiếu bằng (THPT,TC,CĐ)",0,0
00047,Cơ Sở Ngành (ĐH),6,0
00048,Chuyên Ngành (ĐH),4,0
00049,"Lý thuyết tổng hợp nghề nghiệp (Nghiệp vụ văn phòng, kỹ năng giao tiếp)",2,0
00050,"Thực hành nghề nghiệp (Soạn thảo văn bản, lưu trữ văn bản, Xử lý thư và công văn)",2,0
00051,Giáo dục chính trị (TN),2,0
00052,Lý thuýêt tổng hợp nghề nghiệp (Tâm lý - Giáo dục; Tiếng Việt),2,0
00053,Thực hành nghề nghiệp (Phương pháp dạy học Tiếng Việt; Phương pháp dạy học Toán),2,0
094.07,GDTC 4 (Bóng bàn cơ bản),1,0
10001,Chuyên Đề Tiếp Dân Và CTDV,6,0
10002,Chuyên Đề Công Tác ANQP,6,75
10003,Chuyên Đề Công Tác VH-XH-YT,7,0
10004,Chuyên Đề Phát Triển KTĐP,5,0
10005,Chuyên Đề Công Tác Địa Chính,5,0
10006,Chuyên Đề Điều Hành CV UBND,7,0
10007,Chuyên Đề Quản Lý Tài Chính NS,7,60
10008,Chuyên Đề Quản Lý Các DA ĐầuTư,6,0
10009,Chuyên Đề Tư Pháp Hộ Tịch,4,0
10010,Chuyên Đề XD Chiến Lược PTNT,1,0
10011,Cơ Sở Ngành (Tốt Nghiệp ĐH),5,0
10012,Chuyên Ngành (Tốt Nghiệp ĐH),5,0
10013,Giáo Dục Thể Chất (TC->CĐ),0,0
10014,Giáo Dục Thể Chất (CĐ->ĐH),0,0
10015,Giáo Dục Thể Chất (TC->ĐH),0,0
10016,Những NLCB của CNMác-Lênin(TN),0,0
10017,CĐ bồi dưỡng LL chính trị(TN),0,0
10018,Triết Học (Tốt nghiệp),0,0
10019,CĐBD lý luận chính trị (TN),0,0
10020,Những NLCB của CN Mác-Lênin,0,0
10021,Chính trị (TN),2,0
10022,Chính trị (Tốt nghiệp),2,0
10023,Giáo dục thể chất (TC->ĐH),0,0
110000,Vi tích phân A1,3,0
110001,Đại số tuyến tính,2,15
110002,Vi tích phân A2,2,15
110003,Toán rời rạc,2,15
110004,Toán cao cấp A1,3,30
110005,Toán cao cấp A2,2,15
110006,Xác suất thống kê,2,15
110007,Toán cao cấp,4,0
110008,Toán rời rạc,2,0
110009,Toán cao cấp,3,30
11001,Toán 1,5,80
110010,Toán rời rạc,3,45
110011,CĐ KT Kho Bạc & Ngân Sách NN,2,15
110012,CĐ KT Kho Bạc Và KT Ngân Sách,2,15
110013,CĐ Kinh Tế - TC - Ngân Hàng,2,0
110014,Luật Kinh Tế,2,0
110015,Lý Thuyết Kế Toán,5,0
110016,Lý Thuyết Thống Kê,3,0
110017,Lý Thuyết Tài Chính,3,0
110018,Lý Thuyêt Tiền Tệ Tính Dụng,3,0
110019,Luật Kinh Tế,1,30
11002,Toán 2,5,0
110020,Toán đại cương,2,15
110021,Xác Suất Thống Kê 2,3,0
110022,Lý Thuyết Thống Kê,2,0
110023,Lý Thuyết Tài Chính,2,30
110024,Thống Kê Doanh Nghiệp,3,0
110025,TH Kế Toán Doanh Nghiệp,6,0
110026,Sử Dụng Phần Mềm Access,4,0
110027,CĐ Kinh Tế TC Ngân Hàng,1,0
110028,Lý Thuyết Tài Chính,2,0
110029,Thống Kê Doanh Nghiệp,3,0
11003,Toán 3,5,0
110030,Thực Hành Kế Toán Doanh nghiệp,6,0
110031,Lý Thuyết Thống Kê,2,0
110032,Kiểm Toán,1,0
110033,Tài Chính Doanh Nghiệp,3,15
110034,Toán cao cấp A3,2,15
110035,Lý thuyết XS và TK toán,4,0
110036,Vi tích phân A1,3,15
110037,Lý thuyết XS và TK toán,3,30
110038,Vi tích phân,4,0
110039,Xác suất - Thống kê,3,30
11004,Toán 4,5,80
110040,Toán cao cấp,3,0
110041,Vi tích phân,3,0
110042,Vi tích phân A1,3,30
110043,Toán cao cấp,2,15
110044,Hàm phức và toán tử laplace,2,15
110045,Toán cao cấp (C2),3,0
110046,Cấu trúc dữ liệu,3,0
110047,Giải tích 1,3,30
110048,Lập trình căn bản,3,0
110049,Giải tích 2,2,0
11005,Toán 5,5,0
110050,Đại số tuyến tính,3,30
110051,Khám phá tri thức từ dữ liệu,3,0
110052,Phương trình vi phân,3,0
110053,Giải tích 3,3,0
110054,Toán rời rạc,3,0
110055,Hệ điều hành,2,15
110056,Cơ và nhiệt đại cương,2,0
110057,Quy hoạch tuyến tính,2,15
110058,Giải tích hàm,3,0
110059,Thống kê nâng cao,3,30
11006,Toán 6,5,0
110060,Phương pháp mô phỏng ngẫu nhiên,2,0
110061,Giải tích phức,2,0
110062,Xử lí số liệu thống kê,3,0
110063,Phương trình đạo hàm riêng,3,30
110064,Lý thuyết độ đo và tích phân,3,0
110065,Thống kê nhiều chiều,3,0
110066,Thuật toán tối ưu,2,0
110067,Xác suất nâng cao,2,0
110068,Phương pháp tính,2,0
110069,Anh văn chuyên ngành,2,0
11007,Toán 1 (2001),4,60
110070,Thống kê phi tham số,3,30
110071,Thống kê dự báo,3,0
110072,Quá trình ngẫu nhiên,3,0
110073,Thống kê xã hội,2,0
110074,Thống kê sinh học và bố trí thí nghiệm,2,0
110075,Thống kê kinh tế,3,0
110076,Kinh tế học,3,0
110077,Quản trị rủi ro,2,0
110078,Giải thuật và thiết kế giải thuật,3,0
110079,Kiến trúc máy tính,3,30
11008,Toán 2 (2001A),4,0
110080,Nhập môn công nghệ phần mềm,2,0
110081,Chuyên đề tin học,2,15
110082,Chuyên đề xác suất thống kê,2,0
110083,Thống kê Bayes,3,0
110084,Thống kê kinh tế,3,0
110085,Phân loại và nhận dạng thống kê,3,0
110086,Toán tài chính nâng cao,2,0
110087,Phân tích chính sách kinh tế,3,0
110088,Phân tích tài chính,3,30
110089,Hệ quản trị cơ sở dữ liệu,2,0
11009,Toán 2 (2001B),5,0
110090,Quản lý dự án tin học,3,0
110091,Lập trình ứng dụng mạng,3,0
110092,Toán cao cấp,4,0
110093,Đại số tuyến tính,2,30
110094,Vi tích phân A1,2,0
110095,Toán thống kê,2,15
110096,Xác suất thống kê,2,30
110097,Xác suất thống kê ứng dụng,2,0
110098,Phương pháp tính,2,30
11010,Toán 3 (2001A),4,0
11011,Toán 3 (2001B),5,0
11012,Toán 4 (2001A),4,0
11013,Toán 4 (2001B),5,0
11014,Toán 5 (2001),5,0
11015,Toán 6 (2001),5,0
11016,Phương Pháp Tính,4,0
11017,Toán Cao Cấp 1,3,0
11018,Toán Cao Cấp 2,3,0
11019,Toán Cao Cấp 3,2,0
11020,Toán Rời Rạc,4,60
11021,Vi Tích Phân A1,4,60
11022,Vi Tích Phân A2,5,0
11023,Xác Suất Thống Kê,3,0
11024,Đại Số Tuyến Tính,5,0
11025,Tin Học Đại Cương,2,0
11026,Tin Học,3,0
11027,Tin Học Đại Cương,3,0
11028,TH Tin Học Đại Cương,2,0
11029,Đại Số Tuyến Tính,3,0
11030,Toán Cao Cấp A1,5,0
11031,Toán Cao Cấp A2,4,0
11032,Toán Cao Cấp,6,0
11033,Xác Suất Thống Kê,4,0
11034,Toán Cao Cấp A3,3,0
11035,Toán Cao Cấp,5,0
11036,Toán Cao Cấp 1,4,0
11037,Hàm Phức Toán Tử,3,0
11038,Tin học đại cương,4,0
11039,Toán Kinh Tế,4,0
11040,Đại Số Tuyến Tính,4,0
11041,Lý Thuyết Xác Suất Và TK Toán,4,60
11042,Vi Tích Phân A1,5,0
11043,Vi Tích Phân A2,4,0
11044,Toán Kinh Tế,3,0
11045,Toán Cao Cấp A3,4,0
11046,Giải Tích Đại Số,3,0
11047,Hình Học Lượng Giác,3,45
11048,Vật Lý (Cơ Điện),3,45
11049,Vật Lý (Quang+Vật Lý Hạt Nhân),3,0
11050,Văn Học,4,0
11051,Toán 1,4,0
11052,Toán 2,4,0
11053,Toán 3,4,0
11054,Toán 4,4,0
11055,Toán 5,4,0
11056,Toán 6,4,0
11057,Đại Số Tuyến Tính,2,0
11058,Nhập Môn LT Xác Suất & TK Toán,2,0
11059,Toán cao cấp A1,3,30
120000,Vật lý đại cương A1,3,30
120001,Vật lý đại cương A2,3,0
120003,Vật lý đại cương,3,30
120004,Vật lý đại cương,2,15
120005,Vật lý đại cương,4,0
120006,Vật lý đại cương A2,2,15
120007,Vật lý đại cương,3,45
120008,Vật lý đại cương,4,45
120009,Cơ học đại cương,2,15
12001,Vật Lý 1,2,0
120010,Nhiệt học và nhiệt động lực học,3,0
120011,Hóa vô cơ,2,0
120012,Điện và từ,2,0
120013,Quang học,3,0
120014,Phương pháp toán lý,3,0
120015,Hóa  học phân tích,2,0
120016,Anh văn chuyên ngành,2,0
120017,Cơ học lượng tử,3,0
120018,Cấu trúc thấp chiều và công nghệ vật liệu nano,2,0
120019,Nhập môn Khoa học vật liệu,2,15
12002,Vật Lý 2,2,0
120020,Vật lý màng mỏng,3,30
120021,Thực hành chuyên đề 1,1,0
120022,Linh kiện điện tử căn bản,3,0
120023,Kỹ thuật điện tử,2,15
120024,Vật liệu điện,2,0
120025,Seminar chuyên ngành,2,0
120026,Vật lý chất rắn,3,30
120027,Vật lý thống kê,2,0
120028,Thực hành chuyên đề 2,1,0
120029,Vật liệu siêu dẫn và ứng dụng,3,0
12003,Vật Lý 3,2,0
120030,Vật liệu mới trong kỹ thuật,2,15
120031,Vật liệu ceramic,2,0
120032,Vật liệu Polymer và composite,2,0
120033,Phương pháp chế tạo vật liệu,2,0
120034,Phương pháp phân tích đo lường và tính toán trong khoa học vật liệu,3,0
120035,Vật liệu từ,2,0
120036,Vật lý môi trường,2,0
120037,Quang điện tử và quang tử,2,0
120038,Mô phỏng trong khoa học vật liệu,2,0
120039,Thực hành chuyên đề 3,1,0
12004,Vật Lý 4,2,32
120040,Hạt Nano và ứng dụng trong Y – sinh,3,0
120041,Cảm biến và ứng dụng trong Y – sinh,3,0
120042,Khuyết tật trong vật liệu,2,0
120043,Thực hành chuyên đề 4,1,0
120044,Vật liệu và công nghệ xử lý nước,3,0
120045,Thực tập thực tế,2,0
120046,Tiểu luận tốt nghiệp,3,0
120047,Vật liệu linh kiện bán dẫn,3,0
120048,Vật lý Laser và ứng dụng,2,0
120049,Vật liệu cách âm - cách nhiệt cơ học,2,0
12005,Vật Lý 5,2,0
120050,Vật lý đại cương,3,0
120051,Vật lý đại cương (điện - quang),2,15
12006,Vật Lý 6,2,0
12007,Vật Lý 1 (2001),5,0
12008,Vật Lý 2 (2001),5,0
12009,Vật Lý 3 (2001),5,0
12010,Vật Lý Đại Cương,5,75
12011,TH Vật Lý Đại Cương,1,0
12012,Vật Lý Đại Cương A1,4,0
12013,Vật Lý Đại Cương A2,4,0
12014,Vật Lý Đại Cương,6,90
12015,Vật Lý Đại Cương A1,3,0
12016,TH Vật Lý Đại Cương A1,1,0
12017,Vật Lý Đại Cương A2,3,0
12018,Vật Lý đại Cương,3,0
12019,Vật lý đại cương A1,3,0
13000,Hoá Học Đại Cương,4,60
130000,Hóa học đại cương,4,0
130001,Hóa học đại cương,3,0
130002,TH Hoá học đại cương,1,0
130003,Hóa hữu cơ,3,0
130004,TH Hoá hữu cơ,1,0
130005,Hóa học đại cương,3,30
130006,Sinh Hóa,2,0
130007,TH Sinh Hóa,1,0
130008,Sinh học,2,0
130009,TH Sinh học,2,0
13001,Hóa Học 1,2,0
130010,Hóa học đại cương,2,30
130011,TH Hoá học đại cương,1,0
130012,TH Sinh học,1,0
130013,Hóa phân tích,2,0
130014,TH Hóa phân tích,1,0
130015,Hóa hữu cơ,4,0
130016,Hóa hữu cơ,3,30
130017,Hóa học đại cương,3,30
130018,Hóa học trong thủy sản,4,0
130019,Hóa học,3,0
13002,Hóa Học 2,2,0
130020,Hóa phân tích,2,0
130021,Sinh học,3,30
130022,Sinh học,4,0
130023,Hóa học,3,30
130024,Hóa phân tích,3,30
130025,Hóa học đại cương,4,0
130026,Hóa hữu cơ,3,30
130027,Hóa học,4,0
130028,Hóa lý,3,30
130029,Hóa học,2,30
13003,Hóa Học 3,2,32
130030,Hóa sinh,2,0
130031,Hóa lý dược,2,0
130032,Hóa lý,2,15
130033,Hóa học đại cương,2,15
130034,Sinh học đại cương,4,0
13004,Hóa Học 4,2,0
13005,Hóa Học 5,2,0
13006,Hóa Học 6,2,0
13007,Hóa Học Đại Cương,3,0
13008,Hóa Phân Tích,3,0
13009,Hóa Thực Phẩm,3,0
13010,Hóa Học (PT & TS),2,0
13011,TH Hóa Học (PT & TS),2,0
13012,Hóa Phân Tích,2,0
13013,TH Hóa Phân Tích,1,0
13014,Hóa Hữu Cơ,4,0
13015,Sinh Hoá,3,0
13016,TH Sinh Hoá,1,0
13017,Hoá Hữu Cơ,3,0
13018,TH Hoá Hữu Cơ,1,0
13019,Hóa Hữu Cơ,3,0
13020,Hoá Học Vô Cơ I,4,0
13021,TH Hoá Học Vô Cơ I,2,0
13022,Cơ Sở Hoá Học Hữu Cơ I,4,60
13023,TH Cơ Sở Hoá Học Hữu Cơ I,2,0
13024,Cơ Sở Hoá Học Phân Tích I,4,0
13025,TH Cơ Sở Hoá Học Phân Tích I,2,0
13026,Hoá Lý I,4,0
13027,TH Hoá Lý I,2,0
13028,Cơ Sở Hoá Học Hữu Cơ II,4,0
13029,TH Cơ Sở Hoá Học Hữu Cơ II,2,0
13030,Cơ Sở Hoá Học Phân Tích II,4,0
13031,TH Cơ Sở Hoá Học Phân Tích II,2,0
13032,Hoá Lý II,4,0
13033,TH Hoá Lý II,2,0
13034,Hoá Học Vô Cơ II,4,0
13035,TH Hoá Học Vô Cơ II,2,0
13036,Hoá Học Vô Cơ I,6,0
13037,Cơ Sở Hoá Học Hữu Cơ I,6,0
13039,Hoá Lý I,6,60
13040,Cơ Sở Hoá Học Hữu Cơ II,6,0
13041,Cơ Sở Hoá Học Phân Tích II,6,0
13042,Hoá Lý II,6,0
13043,Hoá Học Vô Cơ II,6,0
13068,Cơ Sở Hoá Học Phân Tích I,6,0
13069,Hoá Học Đại Cương,2,0
13070,Hoá Học Đại Cương,3,0
13071,Các PP Phân Tích Quang Phổ I,6,0
13072,Cơ Chế Phản ứng HH Hữu Cơ,6,0
13073,Hoá Học Polymer,6,0
13074,Hoá Lý Polymer,6,0
13075,Các PP Phân Tích Quang Phổ II,6,0
13076,Hoá Học Lập Thể,6,60
13077,Hoá Học Polymer Linh Hoạt I,6,0
13078,Hoá Lý Polymer Linh Hoạt I,6,0
13079,Lab View,6,60
13080,Hoá Học Trong Thuỷ Sản,4,0
13081,TH Hoá Học Trong Thuỷ Sản,1,0
13082,Các Phương Pháp PT Điện Hoá,6,0
13083,Tính Chất Lý Hoá Của VL Nano I,6,0
13084,Hoá Học Polymer Linh Hoạt II,6,0
13085,Hoá Lý Polymer Linh Hoạt II,6,0
13086,Các Quy Định Và CS Trong CNHH,4,0
13087,Tính Chất Lý Hoá Của VL NanoII,6,0
13088,UD Của Polymer LH Trong CN In,6,0
13089,UD Của Polymer LH Trong ĐT&BD,6,0
13090,Ứng Dụng Của Vật Liệu Nano,6,60
13091,Hoá Tin,6,60
13092,DA NC&PT Trong Lĩnh Vực HHPT I,5,0
13093,DA NC&PT Trong LVực VL Nano I,5,0
13094,DA NC&PT Trong LV Polymer LH I,5,0
13095,Hoá Học & Hoá Lý Polymer LH 2,9,0
13096,Thực Tập Thực Tế,2,0
13097,Hoá Học Xanh,3,0
13098,Thiết Kế Đồ Hoạ,3,0
13099,Tính Chất Lý Hoá Của VL Nano 1,3,0
13100,Organic & Printed electronics1,3,0
13101,Thực Tập Thực Tế 2,2,0
13102,Ứng Dụng Tin Học Trong Hoá Học,2,0
13103,Công Nghệ In,3,0
13104,CN Tạo Hình 2 Chiều Và 3 Chiều,3,0
13105,Tính Chất Lý Hoá Của VL Nano 2,3,0
13106,Ứng Dụng Của Vật Liệu Nano,3,0
13107,UD Của Polymer &Composite PHSH,3,0
13108,Polymer Phân Huỷ Sinh Học,3,0
13109,Các Phương Pháp PT Điện Hoá,5,0
13110,Pháp Luật Về Sở Hữu Trí Tuệ,2,0
13111,Tiêu Chuẩn ISO &Tiêu Chuẩn GMP,2,0
13112,Các Quy Định & CS Trong CNHH,2,0
13113,Các PP Phân Tích Quang Phổ 1,5,0
13114,Cơ Chế Phản ứng HH Hữu Cơ,3,45
13115,Hoá Học Và Hoá Lý Polymer,8,0
13116,Ứng Dụng Tin Học Trong HH,2,0
13117,Hoá Học & Hoá Lý Polymer LH 1,9,0
13118,Các PP Phân Tích Quang Phổ 2,5,0
13119,Hoá Học Lập Thể,3,0
13120,Lab View,4,0
13121,Organic &Printed electronics 2,3,0
13122,Ứng Dụng Của Polimer LH,3,0
13123,PP Viết BBKH Bằng Tiếng Anh,3,30
13124,Đồ án Tốt Nghiệp,10,0
13125,Hóa học đại cương - Vô cơ,4,0
13126,Hóa hữu cơ,3,0
13127,Hóa sinh,3,0
13128,Hóa phân tích,5,0
13129,Hóa học đại cương,4,30
14001,Sinh Học 1,1,0
14002,Sinh Học 2,1,0
14003,Sinh Học 3,2,0
14004,Sinh Học 4,1,16
14005,Sinh Học 5,1,0
14006,Sinh Học 6,2,0
14007,Sinh Học Đại Cương,3,0
14008,Sinh Vật 1,1,0
14009,Sinh Vật 2,1,0
14010,Sinh Vật 3,2,0
14011,Sinh Vật 4,1,0
14012,Sinh Vật 5,2,0
14013,Sinh Vật 6,1,0
14014,Vi Sinh Đại Cương,3,0
14015,Vi Sinh Đại Cương,2,0
14016,Vi Sinh Đại Cương - BVTV,3,0
14017,Vi Sinh Thủy Sản,3,0
14018,Vi Sinh Đại Cương - TS (18Th),3,0
14019,Vi Sinh Đại Cương - TS (2001),2,0
14020,Thực Tập Vi Sinh,1,0
14021,Sinh Học,4,0
14022,TH Sinh Học,2,0
14023,Sinh Hoá Đại Cương,3,0
14024,Sinh Học,4,0
14025,Vi Sinh Thú Y,3,0
14026,Chăn Nuôi Bò,2,0
14027,TH Chăn Nuôi Bò,1,0
14028,Chăn Nuôi Dê,2,0
14029,TH Chăn Nuôi Dê,1,0
14030,Bệnh Ký Sinh Trùng,2,0
14031,TH Bệnh Ký Sinh Trùng,1,0
14032,Bệnh Truyền Nhiễm,4,0
14033,TH Bệnh Truyền Nhiễm,2,0
14034,Thụ Tinh Nhân Tạo,3,0
14035,TH Thụ Tinh Nhân Tạo,1,0
14036,Thực Tập Giáo Trình,1,0
14037,Khuyến Nông,2,0
14038,TH Khuyến Nông,1,0
14039,Luật Thú Y - Luật Chăn Nuôi,1,15
14040,Thực Tập Thực Tế,1,0
14041,Vi Sinh Thuỷ Sản,2,30
14042,TH Vi Sinh Thuỷ Sản,1,0
14043,TH Vi Sinh Đại Cương,1,0
14044,Sinh Học,2,0
14045,TH Sinh Học,1,0
14046,TH Vi Sinh Thú Y,1,0
14047,Vi Sinh Thú Y,2,0
14048,TH Sinh Hoá Đại Cương,1,0
14049,Trồng Trọt Đại Cương,1,0
14050,TH Trồng Trọt Đại Cương,1,0
14051,TH Cơ Thể Học,1,0
14052,Vi Sinh Chăn Nuôi,2,0
14053,TH Vi Sinh Chăn Nuôi,1,0
14054,Giống Vật Nuôi,3,0
14055,TH Giống Vật Nuôi,1,0
14056,Sinh Lý Gia Súc,4,0
14057,TH Sinh Lý Gia Súc,1,0
14058,Bệnh Nội Khoa,2,0
14059,TH Bệnh Nội Khoa,1,0
14060,Chăn Nuôi Heo,4,0
14061,Đồng Cỏ - Thức Ăn,2,0
14062,TH Đồng Cỏ - Thức Ăn,1,0
14063,Dinh Dưỡng - Thức Ăn Gia Súc,3,0
14064,TH Dinh Dưỡng Gia Súc,1,0
14065,Thụ Tinh Nhân Tạo,2,0
